[
	[ [ -0.1581627194993064, -0.5497453334558626, -1.6891549191596145 ], [ 0.6437103679969444, -0.7800745221973697, -0.27522990224486976 ], [ -1.6197372861490007, -0.9166592169954578, 0.31317514525446133 ], [ -1.5608897988749761, -2.0986535483904007, -1.919134841761124 ], [ -0.7009308719914122, 1.5794822980182759, -0.03080194783025994 ], [ 0.06645489156452208, -0.8574418225166086, 1.3128870389433338 ], [ -1.3591096786750376, -0.0320336784025772, -0.4384091637735909 ], [ 1.352068584086148, -2.0528727581774833, -0.5196011963641807 ], ... ],
	[ [ 1.5282049881994288, -0.1497339749638535, 0.5957887742270357 ], [ 2.255197545616886, -0.9053474703772842, 1.1594690342651546 ], [ -2.0103115872298507, -0.8464244871743545, 1.4737446133891108 ], [ -0.16717274875732768, 0.4578373970221869, 1.3792037990465011 ], [ 1.7449567750194912, 0.3442266077111944, 2.2329719772771695 ], [ 1.8436726232819887, 0.9207602548717236, 0.30442933542866163 ], [ 0.7274580948457884, -0.13774273205466533, 0.47983752304261945 ], [ 0.40425131044205287, 0.3033826521838909, -0.5034641159210282 ], ... ],
	[ [ 0.7038968326069581, -0.6822067062295565, 0.6348529664039512 ], [ -0.38220864745216987, -0.8661261250681807, -0.4194626210335933 ], [ -0.7274910075360499, 1.4076657453718742, -0.3786637376639285 ], [ -1.1638043736029717, 0.5013604575498645, -0.07979365729428281 ], [ -0.9003603309830187, -0.7777250982101653, 0.31121778724253585 ], [ -0.5642596953104144, 1.5566741485531672, 0.356240241276143 ], [ -1.4824447576814461, 1.6350192661005651, -1.6835041628772727 ], [ 1.1223501994609537, -1.9532602451584478, 3.0704526289724052 ], ... ],
	[ [ -1.6746859708898667, -1.8791638538205246, 0.32750742051023723 ], [ -1.4096407190588573, 0.8780667817549764, -2.23981607652179 ], [ -0.964457180701725, -1.7750061469780785, 0.02596118361017446 ], [ 1.2885575406743779, 0.19404964449655596, 0.4055094790631749 ], [ -1.7072670066828055, -0.298674229544266, 0.6929180432987624 ], [ -1.5852447015865936, -0.6587758404519214, -0.4586369454801647 ], [ 1.2640006287135717, 1.0404277870436214, -1.7327755377428737 ], [ 1.005612945165798, -2.188354526644635, -0.1820848348053329 ], ... ],
	[ [ -0.1369377173172314, -0.0988162666611899, 1.799562203629455 ], [ 0.6196331767392311, -1.2962288558749773, -0.7346403279843204 ], [ -0.9964920029112517, -1.3945480680661928, -0.8169377254250424 ], [ -0.036086784343573715, 0.6103562681825027, 0.40626683942593156 ], [ -0.19447406599779737, 0.7809213711545281, -1.1509258296494123 ], [ 1.2050957210453577, -0.7338209164753615, 1.557042781695418 ], [ 0.16667048826066047, 0.7608572342660915, 1.1216805705658024 ], [ -0.9579438395470534, -1.533755016083695, 0.34501308164516303 ], ... ],
	[ [ 0.184659809816882, 1.6803052685344402, 0.3610138666041593 ], [ -1.7426780173582372, 1.2682792562491676, 0.4926912483057362 ], [ 0.2951099881563335, -0.11237582466752297, -1.248001087564227 ], [ -0.06387957586731052, -1.3735919594764359, -2.186385140107378 ], [ -1.0937804129415483, -1.315332964376048, 0.7645118827729921 ], [ 1.110853373406859, -1.278276588699459, -1.4623197972804043 ], [ -0.7675737307406386, 0.4072570460068836, 0.3269826589283769 ], [ 0.9875381036183236, 0.9504776414817068, 1.1854689884174603 ], ... ],
	[ [ -0.22347655017623722, -0.10131064088691312, 0.4651367595681267 ], [ -1.2529376881383765, -1.1031471469316052, -0.21484487779181177 ], [ -1.6350115283615907, -1.2460405729745705, -1.4122762856648097 ], [ -0.9791956908984495, -0.4280631248608231, -1.0268669245624327 ], [ -0.194604867729396, -0.32448939056879667, 1.3388597945840954 ], [ 0.22294418969102922, 0.34085189582242403, -2.8577340687013435 ], [ -0.9896946306471885, -1.1015196991802652, -0.953847690907871 ], [ -1.5503035753771082, 0.7888592479561735, 1.620268379750565 ], ... ],
	[ [ -1.3109805550793596, 0.30716334553442165, 1.81352878635924 ], [ -1.1296724533544695, -0.45111936143852455, -0.39615036969148254 ], [ -0.9692065661306352, 0.8933257401306341, 0.40949916690907007 ], [ -0.403335223155008, -0.6680165811566259, -1.177816518563555 ], [ 0.06149357643875484, 1.1494412610537368, -1.602231405829583 ], [ 0.3560188812646457, 0.9479687390912881, -0.18297855316190134 ], [ 0.0042356983992542585, -0.4755456084644571, -1.3882988755554682 ], [ -1.2654620951637665, 0.555807553365333, 1.0506377278859147 ], ... ],
	...
]
