[
	[ [ 1.0501183769248037, -0.3162187735061728, 1.1895404844014972 ], [ -1.8879981122273668, -1.497569377159687, 1.3682226811174714 ], [ 1.684576251548891, 0.8110376578332581, 1.1964811271173943 ], [ 0.5547642675777346, -0.43360560543283744, 0.99234008765308 ], [ 0.20703196758711448, -0.7154124201360004, 2.05045987134031 ], [ -1.521053818616326, -2.132977605992456, -1.9664262622778865 ], [ -1.100704102278362, 0.6577159518086221, -1.7526954251528504 ], [ -0.3800996388438913, 2.01948508619937, 0.46909168915523775 ], ... ],
	[ [ -0.8656695325512567, 0.932313582471173, -0.511812014130874 ], [ 0.37170497876221426, -0.11115065991640993, -0.08134464437579866 ], [ -0.2924974235483188, 1.3048238667816088, -0.9605710789834387 ], [ -0.1967263156208549, 0.8344634116241062, 0.16956999851498367 ], [ -0.5736850835667838, 0.26449940183854664, 0.36454633203001335 ], [ -0.9133510300998249, -0.39365789414438074, -0.46649514035220585 ], [ -0.9132258361109089, 1.5094811595082962, -0.07498793207459897 ], [ 1.6362877400154665, -1.2739071359106136, 1.2729501106399521 ], ... ],
	[ [ -1.5762189924415266, -0.029983020593682682, 0.22157446057251726 ], [ -2.93656798534097, 0.5707388322685912, -2.416258988347154 ], [ 1.057413748388337, -2.133563270190055, 1.253318780534411 ], [ 0.806116682857563, -1.6560143322197025, -0.46926213354383367 ], [ -1.9174543444231666, 1.9644803060797607, -1.4938936397926257 ], [ 1.5116596911837976, -0.8441192311330853, 2.06711320144355 ], [ 0.9712283686764089, -0.05334684306123227, -0.6684831222246009 ], [ -2.312974107290953, 0.8205066988945903, -1.616414385550802 ], ... ],
	[ [ 0.7838987728246578, 1.9909446283823446, 0.0627405366843379 ], [ 1.116513539334592, -0.9546269231629754, 0.4901198578279208 ], [ 1.1887953489211613, 0.8752209405581605, -2.8663783546318577 ], [ 1.5979377263471202, -1.5646708848761361, -0.5126398540206305 ], [ -1.6416123800322364, -1.0245928802263229, 1.5433057875283935 ], [ 1.0557638204977464, -1.0160896155464079, -1.9630083966299654 ], [ 0.10938841550005947, 1.931840569216775, -1.0665845275662538 ], [ 0.17693195171578877, 0.1271319772345815, -1.2149040477738284 ], ... ],
	[ [ 0.22967855317154737, 0.37188209279843776, 0.48679368963171427 ], [ 0.1568888087982231, -1.6334739447041966, 0.00898920700327332 ], [ 0.49990886077613755, 0.08422327545758336, 0.4391382333190385 ], [ -2.757320670326982, 1.0899653405645962, -0.8814439006644741 ], [ -0.4231954299281216, 2.206496635130956, -0.728438836375696 ], [ 0.23960270484322374, -0.0013923655427819962, 0.6510759169692291 ], [ 1.4463931286923852, 2.119356702998214, 0.4640454624823395 ], [ 0.08551564866160015, -0.881420010105182, 1.6915259781736742 ], ... ],
	[ [ 1.7719492378155062, -0.9662126695914842, 0.6449592990151712 ], [ 0.5418463917203068, 2.1766638483288774, 0.975711463825043 ], [ -0.6800651682520928, -1.9525077737489067, 2.1212940473218795 ], [ -0.5680023608523269, 0.8278727032444593, 1.5091367757144063 ], [ -1.2170580927916665, 0.7537274392734994, 0.9283507866387436 ], [ 0.15305838518181905, 0.23955899527318783, -2.291065788209105 ], [ -0.6151495827384557, -1.6312987192566712, -0.7098021840138187 ], [ -0.1848581702815383, 0.8075869369167347, -1.0326269487322115 ], ... ],
	[ [ -1.5350429521250986, -1.2186557825800317, 1.2397037971547493 ], [ 0.15670174175143212, 1.7191090096957038, -0.6545007182371054 ], [ 0.4546818508492308, 1.1393068332219267, -0.5520274374251286 ], [ -0.7520270565369264, -0.4533867641158286, 0.47836191485005325 ], [ 5.642400791580227E-4, -1.6672547179228356, -0.9054179059871295 ], [ -0.5345485075753887, 0.28109880083665467, -0.6331167681490208 ], [ -1.5815343988699215, -0.7613985696989899, 0.8406355695569997 ], [ 0.16675002685932744, -0.16933717917450544, 0.08966388867009967 ], ... ],
	[ [ 1.103854194267209, -0.878652330979143, 0.7256638558077901 ], [ 0.57282780995754, 1.5842998677721536E-5, -0.9127603243566349 ], [ -0.8163065909273837, 1.11761722365046, 0.8412293688998539 ], [ -1.349232050509824, -1.7330976681754537, -1.5188075761803086 ], [ -1.7091654980810633, 0.6343137167784719, -0.6552230218018481 ], [ -0.3112236451349051, 0.11892429106924869, -1.0226605998612461 ], [ -0.22322300783105872, -1.958514162132381, 1.6887893942391141 ], [ -2.4306900084230003, -0.45329871522330734, 1.05931413246815 ], ... ],
	...
]
