[
	[ [ 1.568639161108342, 1.6769752410132968, -0.2524580865761597 ], [ 1.4129319227286379, -0.28142242575892296, -1.369458530524469 ], [ -1.9707940689922863, -0.5923849798095281, -2.040391284007452 ], [ -1.2080974367454849, -0.9612605546824057, 1.463904485150546 ], [ -0.9331131410144505, -1.7057527487638204, -0.4693421957135304 ], [ -0.05910242836447953, 1.525424843099566, -0.3999432339548375 ], [ -1.2672597293026047, 0.22237207313001278, 0.8133997244710743 ], [ 0.0599744204608912, -0.8052973317578441, 0.4168374700883448 ], ... ],
	[ [ 1.0928877638831442, 1.5350846711478554, 0.3242388494024342 ], [ 0.5820684491591511, 1.6217425910101548, -1.421220402645505 ], [ 1.4803281699373172, 1.9484315827124612, 0.58466626263076 ], [ -0.5443857459861939, -0.3264799880861032, -0.7283281498045416 ], [ -0.8525399065956684, -1.8116304507448584, 1.2332939499593256 ], [ -1.3924407552654197, 1.4656865900532392, 0.5307434113864278 ], [ -0.9179388788307056, -0.3868821848171851, -1.5677740212968716 ], [ 0.2845269460935732, 0.7528287383505414, 1.8393212559174137 ], ... ],
	[ [ -1.9901589121444205, 1.1882780221763853, -1.1207071338132188 ], [ 1.85146299808707, -1.958097277725671, -0.5565878679671376 ], [ 0.815820918748259, -1.3028278512407248, -0.11814900420955825 ], [ -0.800744019741525, -0.18954949406167673, -1.0260801791458771 ], [ -1.7536693682921582, -0.9427731153144795, -0.12453042624125939 ], [ 1.2492359083666718, -1.1935281540703353, -0.5335706733262162 ], [ 1.4982043431422716, 0.5828268594816655, 0.6591695459990107 ], [ 1.4709231462736816, 1.7131064164238203, -0.8577737528918443 ], ... ],
	[ [ -0.995882372286191, 0.6025679734326671, 1.71039741170803 ], [ -1.8896909823825314, -1.5993444855140586, -1.0023521036526724 ], [ 0.8574721325373773, -1.8024859303700034, -1.795418872035427 ], [ 0.5920149066869123, -0.9487938445395097, 0.9206556993743468 ], [ -1.1664044907529414, -0.733689747831235, 1.530223783494889 ], [ 0.585572784357037, -0.92408526247118, -0.4814050078484715 ], [ -0.32436673653915027, -1.023525836234133, -0.578324058143055 ], [ 0.4061187876916851, 1.7644909455295876, -1.6603178945737365 ], ... ],
	[ [ 1.567154450951249, -1.63783031249116, 1.706119607961042 ], [ -0.741464397295961, -2.1110694951040863, 1.4109680695316318 ], [ 1.4021049208398362, -1.752114327244019, -0.14944523636078 ], [ 1.679484673638488, 0.9403543918417154, -0.8634313733282888 ], [ 1.2694855781161525, 1.9112031948391188, -0.7355758885118476 ], [ -0.3218466352809276, -0.9752901409604349, 0.5812326029681978 ], [ -0.837686519271323, 1.7254607905632873, -1.0538169482572564 ], [ 0.3254081370685119, 0.5398815445396513, -1.6295840916667443 ], ... ],
	[ [ -0.7454596198404512, -1.1450689358497164, 0.46645903646839626 ], [ 0.8315589775739778, 1.615653427199713, -1.8570721011223241 ], [ -1.043086913513566, 1.833827538645599, 1.2804492512901091 ], [ 0.8182231895470803, -0.9434469779464578, -0.6771606856125283 ], [ 1.306267438301933, 1.0735664613942446, -0.2472813405528002 ], [ 0.2952365736270915, -0.8529428342371909, 0.315896907003838 ], [ 1.1136577087392137, -0.23536022616190633, 1.8193355556237334 ], [ -1.473938317601238, -0.9995868994540879, 0.23552358352359395 ], ... ],
	[ [ 0.2671290148451808, -0.4710550497696369, -1.0068348723369351 ], [ 0.9869994226509016, 1.2440133732073346, -0.4746542698327519 ], [ -0.5566300350463457, -1.7219395267340873, -1.478673285078464 ], [ 1.8842742530147674, -0.8411189260155005, -1.4871209424259069 ], [ 0.6459028003693521, -0.7660904767747235, -1.3023196567491853 ], [ -1.7436835710634573, 1.3286227643703523, 1.34888116269647 ], [ 1.21279059350852, 0.36317379944112105, 0.783653301140835 ], [ -0.2717293768113307, -0.07367452068153466, -0.44154271898499015 ], ... ],
	[ [ 0.9350337089768616, 1.3685251616886485, 1.2015700339110702 ], [ 1.5438568292797419, 0.6314494808774943, -1.8195688392867582 ], [ -0.8869932007088291, 1.9490913610996519, 0.5443788798443104 ], [ 0.7815141714446259, -0.3761328024593316, 0.632267498790477 ], [ -0.8204047655011126, -0.1825093280231465, 0.8454371472663612 ], [ -1.3448451932328322, -2.010524657987932, -1.9661248962406446 ], [ 1.767650369909061, 1.9086943620204877, 1.0380001466920494 ], [ -0.28254027244357166, -0.8196357607412059, -0.26967769562330685 ], ... ],
	...
]
